CMDT_NAME,CHRC_NM,RLSE_DATE,KEYWORDS
체스트넛 스트리트,메이브 빈치,2020-07-03,영미소설 | 아일랜드소설 | 힐링 | 위로
나의 프랑스식 샐러드,이선혜,2020-07-05,레시피
무덤 속의 죽음,정명섭,2020-07-06,한국소설 | 미스터리소설
더 미팅(THE MEETING): 현실 리더를 위한 회의 기술,홍국주,2020-07-07,리더십
미술관에서는 언제나 맨얼굴이 된다,이세라,2020-07-10,한국에세이 | 그림에세이 | 위로 | 격려
길에 창을 내다,송정우,2020-07-10,한국에세이
독이 되는 부모 약이 되는 부모,곽영승,2020-07-10,자녀교육
더 킹 영원의 군주 2,김수연 (소설),2020-07-10,한국소설
당신 지식의 한계 세계관,리처드 드위트,2020-07-10,변화 | 변화
나는 철학하는 엄마입니다,이진민,2020-07-10,자녀교육
언택트 심리학,정인호,2020-07-10,인간본성 | 탐구
영원과 사랑의 대화 2(큰글자책),김형석,2020-07-11,인생
동물교감 강의,이유미,2020-07-13,한국에세이 | 동물에세이 | 소통
부요황후 1,천하귀원,2020-07-14,중국소설 | 로맨스소설
"50대, 관계에서 비워야 할 것들",미즈시마 히로코,2020-07-15,중년
돌아갈 집이 있다,지유라,2020-07-15,한국에세이 | 그림에세이
이 세상에 오직 하나,정준기,2020-07-15,한국에세이
파이썬 알고리즘 인터뷰,박상길,2020-07-15,취업
무서운 늑대의 달콤한 초콜릿 가게,리지 핀레이,2020-07-15,이해 | 우정
마음을 아는 자가 이긴다,김상임,2020-07-15,자기관리 | 처세 | 감정
우리들의 일그러진 영웅,이문열,2020-07-15,한국소설 | 권력 | 욕망
쓰레기에 관한 모든 것,피에로 마르틴,2020-07-15,과학이야기
더 플러스,조성희,2020-07-16,마인드컨트롤 | 감정
The Only Grammar Book You'll Ever Need(한국어판),수전 서먼,2020-07-17,영어공부
Who? 한국사: 혁거세ㆍ온조,오기수,2020-07-20,아동학습만화
who? 한국사: 최제우 최시형,권용찬,2020-07-20,아동학습만화 | 지도자
시프트 어헤드,앨런 애덤슨,2020-07-20,경영전략 | 기업 | 변화
who? 한국사: 전봉준,야기미디어,2020-07-20,아동학습만화
인도로 가는 길,E. M. 포스터,2020-07-20,세계고전문학 | 영화원작소설
"에코데믹, 끝나지 않는 전염병",마크 제롬 월터스,2020-07-20,교양과학
우리 아이 두뇌 발달 부모에게 달려 있다,전나무숲 편집부,2020-07-20,건강상식 | 육아법
우리 아이 처음 놀이,이현주,2020-07-20,자녀교육
How to Destroy America in Three Easy Steps,Ben Shapiro,2020-07-21,민주주의
순간,정시현,2020-07-23,사랑 | 한국에세이
아쉬탕가 요가의 힘 2,키노 맥그레거,2020-07-24,철학
핑!,아니 카스티요,2020-07-24,용기 | 유아그림책
팬데믹의 현재적 기원,롭 월러스,2020-07-24,과학이야기
적어도 두 번,김멜라,2020-07-24,한국소설
인간의 흑역사,톰 필립스,2020-07-25,인류학 | 예술 | 문화 | 외교
포켓몬스터W 2,학산문화사 편집부,2020-07-25,모험
고요한 인생,신중선,2020-07-27,한국소설
꽃 한 송이 하실래요,홍사라,2020-07-28,한국에세이
히사이시 조의 음악일기,히사이시 조,2020-07-29,철학
날씨의 아이 미술화집,신카이 마코토,2020-07-29,애니메이션
더 체인(The Chain),에이드리언 매킨티,2020-07-30,영미소설 | 미국소설 | 미스터리소설 | 영화원작소설
너를 부르는 시간 1,바웨창안,2020-07-30,중국소설
내가 먼저 말 걸기,최형미,2020-07-30,친구 | 자존감 | 성장
"우리, 대화하고 있나요?",김미경,2020-07-31,자녀교육 | 가족 | 성장 | 사랑
페트로글리프,이시도 외 7인,2020-07-31,한국소설 | SF소설
지그문트 프로이트,캘빈 S. 홀,2020-07-31,정신분석
추리 천재 엉덩이 탐정 세트(6-9권+외전 S1),트롤,2020-07-31,사고력
수학 요괴전 1,이한율,2020-07-31,아동학습만화
흔한남매 세트(1-5권),백난도,2020-07-31,크리에이터
아벨의 섬,윌리엄 스타이그,2020-08-01,성장
사장자리에 오른다는 것,아타라시 마사미,2020-08-03,기업경영 | 리더십
드래곤과의 춤 3,조지 R. R. 마틴,2020-08-03,휴고상 | 영미소설 | 미국소설 | 권력
당신이 주도하는 관계의 기술,한창욱,2020-08-03,인간관계
더 룰(The Rule): 리치 편,닥터 매직,2020-08-04,자기관리 | 처세 | 실천 | 목표달성
변신,프란츠 카프카,2020-08-05,세계고전문학 | 현대인 | 불안
노래하는 꼬리,기아 리사리,2020-08-05,상상 | 모험 | 성장
마녀여도 괜찮아,신전향,2020-08-10,판타지 | 친구 | 우정 | 용기 | 성장
귀신 동굴에서 찾은 보물,조명숙,2020-08-10,국내창작동화 | 가족
우린 다시 여행하게 될 거야,김나영,2020-08-10,한국에세이 | 포토에세이
부의 재편,선대인,2020-08-10,경제전망 | 주식투자 | 투자전략
"AI 시대, 문과생은 이렇게 일합니다",노구치 류지,2020-08-10,인공지능 | 취업
다르게 배워야 다르게 성장한다,조훈,2020-08-10,자녀교육
How to Do Nothing,Odell  Jenny,2020-08-11,인문교양서 | 예술 | 철학 | 역사
변신,로지 브라이도티,2020-08-12,판타지 | 영화
사고법 도감,주식회사 앤드,2020-08-13,아이디어 | 사고력
여름,이디스 워튼,2020-08-14,세계고전문학 | 미국소설 | 욕망
일이 편해지는 TO DO LIST 250,호리 마사타케,2020-08-14,시간관리
과학으로 세계를 뒤흔든 10명의 여성,개서린 휘틀록,2020-08-14,과학자 | 극복
35년 7: 1941-1945 밤이 길더니… 먼동이 튼다,박시백,2020-08-15,한국사
귀전구담 1,QTT,2020-08-17,인간
도둑맞은 김소연,박수영,2020-08-17,친구 | 권력 | 갈등
타임슬립 2119,임어진,2020-08-17,한국소설
"다시 태어난 뿔 공룡, 큰 머리 이야기",김황,2020-08-17,죽음
오늘을 조금 바꿉니다,정다운,2020-08-18,한국에세이 | 라이프스타일 | 일상 | 습관 | 실천 | 노하우
시의 날개를 달고,제니퍼 번,2020-08-18,위로
장상사 4,동화,2020-08-18,중국소설 | 로맨스소설
나는 오  너는 아!(빅북),존 케인,2020-08-19,행복 | 소통
입 없는 아이,박밤,2020-08-19,장애
게임 오버,한스 페터 마르틴,2020-08-20,경제전망 | 미래예측
스티븐 호킹,마리아 이사벨 산체스 베가라,2020-08-20,과학자 | 장애 | 용기
동해 생활,송지현,2020-08-21,한국에세이 | 아픔 | 청춘 | 치유 | 인간관계
슬기로운 팀장생활,김준학,2020-08-21,조직관리 | 리더십
태양의 황금 사과,레이 브래드버리,2020-08-22,세계고전문학 | 미국소설 | SF소설
"즐거운 인생, 보람 있는 삶",김기훈,2020-08-24,한국에세이
금융투기의 역사,에드워드 챈슬러,2020-08-25,경제학
아리의 피크닉 컬러링북,아리,2020-08-25,치유
수의 여왕,가와조에 아이,2020-08-25,일본소설 | 모험
식물의 사유,루스 이리가레,2020-08-25,교양철학 | 인간
철학의 숲,브렌던 오도너휴,2020-08-26,사고력
엄마 사슴,공광규,2020-08-27,사랑 | 위로 | 감동
카이와 그레타,주타 님피우스,2020-08-28,우정
아름다움은 지키는 것이다,김탁환,2020-08-28,한국에세이
슬프지 않게 슬픔을 이야기하는 법,마실,2020-08-28,가족 | 어른 | 슬픔 | 아픔
배스커빌 가의 개: 셜록 홈스 시리즈 3,아서 코난 도일,2020-08-30,미스터리소설 | 세계고전문학 | 영미소설 | 추리소설
배스커빌 가의 개(미니북)(초판본),아서 코난 도일,2020-08-30,영미소설 | 미스터리소설
카라마조프가의 형제들 2,표도르 도스토예프스키,2020-08-31,세계고전문학 | 가족 | 믿음 | 사랑 | 욕망 | 인간본성
불완전한 것들의 기록,안리나,2020-08-31,한국에세이 | 포토에세이 | 상처 | 치유
내가 안아 줄게!,클라우디오 고베티,2020-09-01,유아그림책
주린이도 술술 읽는 친절한 주식책,최정희,2020-09-01,주식투자 | 투자가이드
Persuasion,"Carter, Lee Hartley",2020-09-01,설득 | 비즈니스
언제나 양해를 구하는 양해중 씨의 19가지 그림자,임소라,2020-09-01,한국소설
노랑이 잠수함을 타고,윤여림,2020-09-03,성장 | 사랑
새마을운동,박정희,2020-09-03,한국현대사
주니버스 2: 사고뭉치 옥토키,노바 위트먼,2020-09-04,모험 | 우정
사연 많은 귀여운 환자들을 돌보고 있습니다,김야옹,2020-09-07,한국에세이 | 동물에세이
웹소설 작가 마스터플랜,theD마스터플랜연구소,2020-09-10,노하우
The Tyranny of Merit (영국판),마이클 샌델,2020-09-10,정치 | 성공
토요일의 주인님 세트,섬온화,2020-09-10,한국소설 | 로맨스소설
더 골(The Goal),이재형,2020-09-10,조직관리
보물섬,#,2020-09-10,모험
검사의 대화법,양중진,2020-09-10,소통
창문,패트릭 게스트,2020-09-10,현실 | 위로 | 희망
서울교통공사 봉투모의고사 찐! 5회(궤도 토목직)(2020),취업적성연구소,2020-09-11,취업
상처의 응시,강성률,2020-09-12,사회
팀장의 탄생,줄리 주오,2020-09-14,조직관리 | 리더십 | 노하우
동물의 자서전,이기성,2020-09-14,죽음
생은 아물지 않는다,이산하,2020-09-15,한국에세이 | 아포리즘 | 일상
나는 왜 마음이 약할까?,조관일,2020-09-15,마인드컨트롤
프리즘,손원평,2020-09-15,한국소설 | 사랑 | 이별 | 마음
일곱 가지 상품으로 읽는 종횡무진 세계지리(큰글자도서),조철기,2020-09-15,세계사
수염왕 오스카,김수완,2020-09-15,자존감 | 용기 | 우정
시작책,강양구 외,2020-09-15,독서 | 인문교양 | 철학
이시원의 영어 대모험 5: 형용사,박시연,2020-09-16,아동학습만화
중앙역,김혜진,2020-09-18,한국소설 | 사랑
사이언스 헌터Q 3: 새로운 지구를 찾아라!,후루모토 유우야,2020-09-18,아동학습만화
퓨즈만이 희망이다,신영전,2020-09-18,인문교양서 | 아픔
오리진,루이스 다트넬,2020-09-20,역사 | 인류
나쁜 날씨만 계속되는 세상은 없어!,제니 재거펠드,2020-09-21,친구 | 우정
오늘을 잘 살아내고 싶어,채샘,2020-09-21,한국에세이 | 고통 | 희망
집에서 즐기는 치즈,조장현,2020-09-23,레시피
인생을 바꾸는 90초,조앤 I. 로젠버그,2020-09-23,마인드컨트롤 | 감정 | 삶 | 변화
나는 다이어트 주치의가 있다,전승엽,2020-09-25,습관
큰 별쌤 최태성의 한국사 수호대 8(완결),최태성,2020-09-25,아동학습만화
햅틱스,리넷 존스,2020-09-25,과학이야기 | 뇌과학
우주를 만지다,권재술,2020-09-29,과학이야기
죄와 벌,표도르 도스토옙스키,2020-09-29,세계고전문학 | 청춘 | 고뇌 | 심리 | 갈등 | 사랑
코로나 이후 불황을 이기는 커리어 전략,제이슨 솅커,2020-09-30,성장 | 사업 | 창업
쓱 읽고 딱 아는 수수께끼,네모랑,2020-10-01,사고력
보이지 않는 것을 보는 힘,정광남,2020-10-02,자기관리 | 아이디어 | 일상
"다시, 신화를 읽는 시간",조지프 캠벨,2020-10-05,인문교양서 | 삶
파괴와 혁신 사이에서: 전쟁,이윤규,2020-10-05,인간 | 심리
부의 원칙,래리 하이트,2020-10-05,주식투자
길 위에서 하버드까지,리즈 머리,2020-10-06,영미에세이 | 자전적에세이 | 인생
Find Me,Andre Aciman,2020-10-06,사랑
이야기 나라에 간 프랭클린과 루나,젠 캠벨,2020-10-06,모험
깃털의 무게,김최이안,2020-10-09,마음 | 걱정
비혼수업,강한별,2020-10-10,라이프스타일
슬기로운 방구석 플랜B,박희진,2020-10-10,자기관리 | 처세 | 행복 | 변화
쉽고 맛있는 동남아 요리,김명희,2020-10-10,레시피
오늘도 인생의 깨달음을 만났습니다,임정묵,2020-10-10,삶의지혜 | 조언
아메리카의 비극(하),시어도어 드라이저,2020-10-10,세계고전문학 | 영미소설 | 미국소설
나는 꿈꾸는 왕따였습니다,김윤관,2020-10-11,성공스토리 | 희망
바쁜 것도 습관입니다,아리카와 마유미,2020-10-12,시간관리 | 마음 | 인생 | 지혜
날마다 고독한 날,정수윤,2020-10-12,한국에세이
자본주의 할래? 사회주의 할래?,임승수,2020-10-12,사회
돈의 흐름을 읽는 습관,차칸양,2020-10-12,부자되는법
구로사와 아키라 자서전 비슷한 것,구로사와 아키라,2020-10-12,인생
성격대로 키우는 부모학교,조수연,2020-10-14,육아법
리스토어,황지영,2020-10-15,마케팅전략
봄밤을 거슬러,정미형,2020-10-15,한국소설 | 삶 | 죽음 | 불안 | 인간관계
내면의 방,메리 크리건,2020-10-15,영미에세이 | 교양심리 | 질병
아빠 바다,조경숙,2020-10-15,가족 | 사랑 | 행복 | 친구
제12회 현진건문학상 작품집(2020): 세 사람의 침대,이도원 외 7명,2020-10-15,한국소설
아리랑 세트(등단 50주년),조정래,2020-10-15,한국소설
30개 도시로 읽는 세계사(큰글자도서),조 지무쇼,2020-10-16,세계사이야기 | 문명
공자의 말,최종엽,2020-10-16,인생 | 지혜
빈곤이 오고 있다,신명호,2020-10-19,사회문제 | 장애
습관 디자인 45,이노우에 히로유키,2020-10-20,인간관계 | 자기계발 | 행복 | 인생 | 변화
아흔 살 슈퍼우먼을 지키는 중입니다,윤이재,2020-10-23,한국에세이 | 돌봄 | 일상 | 가족 | 삶
수학 요괴전 3,이한율,2020-10-23,아동학습만화
와인으로 얼룩진 단상들,찰스 부코스키,2020-10-23,영미에세이
정기룡,박정수,2020-10-23,한국소설 | 영화원작소설
엔딩 크레딧,신영균,2020-10-23,한국에세이 | 자전적에세이
세상을 이해하는 52가지 방정식,존 M. 헨쇼,2020-10-26,비즈니스 | 예술 | 역사
펠릭스의 지구 탐험,아네테 랑엔,2020-10-26,모험
용선생이 간다 세계 문화 여행 5: 독일,사회평론 역사연구소,2020-10-26,지리
신기한 마음여행 3: 행복과 불행의 갈림길,박옥수,2020-10-26,아동학습만화 | 사고력
스완,오승호(고 가쓰히로),2020-10-28,일본소설 | 미스터리소설
퓨처홈,제퍼슨 왕,2020-10-30,경제전망
그립다 말을 할까,강성진,2020-10-30,한국에세이
문학으로 덕질하다,신중선,2020-10-30,한국소설 | 영화
피터 드러커가 가르쳐주는 사람 중심의 경영 7원칙,무라세 코스케,2020-10-30,경영전략 | 리더십
디어 지저스,사라 영,2020-10-30,위로
1984,조지 오웰,2020-11-02,세계고전문학
우리 아파트 향기 도사,성주희,2020-11-05,소통 | 용기 | 위로 | 격려
이번엔 제주,강석균,2020-11-05,국내여행 | 테마여행
공동주택관리실무 기본서(주택관리사 2차)(2021),김혁,2020-11-09,노후대비
공부를 해야 하는 12가지 이유,김미희,2020-11-10,어린이교양
운명게임 1,박상우,2020-11-11,한국소설 | SF소설 | 인간
헨리와 준,아나이스 닌,2020-11-11,세계고전문학 | 영미소설 | 미국소설 | 욕망 | 사랑
베르메유의 숲,까미유 주르디,2020-11-11,모험
애매한 걸 정리해주는 사전,한근태,2020-11-12,공부법 | 인문교양
운명을 바꾸는 관상 리더십,김동완,2020-11-12,성공
새로운 어린이가 온다,이재복,2020-11-13,판타지
여행준비의 기술,박재영,2020-11-15,한국에세이
나는 아우슈비츠의 약사입니다,퍼트리샤 포즈너,2020-11-16,인문교양서 | 역사
부와 행운을 끌어당기는 우주의 법칙,김도사,2020-11-19,자기관리 | 처세
2020년도 대표수필선집,권태주,2020-11-20,한국에세이
공간과 시간,김원식,2020-11-20,철학
눈치,유니 홍,2020-11-20,자기관리 | 처세 | 조언
인생에 한번은 차라투스트라,이진우,2020-11-23,교양철학 | 삶 | 죽음 | 사랑 | 우정 | 열정 | 태도
